index,text,duration
1091,"        seq(term('a'), term('b'), term('c')),\n",0.067344209
1092,"        seq(term('a'), term('b'), term('d')),\n",0.063579417
1093,"        seq(term('b'), term('c'), term('d')),\n",0.062173
1094,"        seq(term('b'), term('d')),\n",0.041768667
1095,"        term('e'),\n",0.019795042
1096,"        eps(),\n",0.032283292
1097,"    )\n",0.006759917
1098,"    print(expr)\n",0.014853958
1099,"    print(expr.simplify())\n",0.022202542
1100,"\n",0.0015475
1101,"    rules = make_rules(\n",0.018350458
1102,"        A=seq(opt(ref('B')), term('a')),\n",0.03611425
1103,"    )\n",0.004098416
1104,"    prettify_rules(rules)\n",0.025245084
1105,"    prettify_rules(resolve_left_recursion(rules))\n",0.048164166
1106,"\n",0.001563416
1107,"    # Test interspersing separators\n",0.017191584
1108,"    rules = make_rules(\n",0.018123458
1109,"        A=seq(term('a'), seq(opt(term('b'))), opt(term('c')), term('d')),\n",0.128128625
1110,"    )\n",0.004075041
1111,"    prettify_rules(rules)\n",0.0259745
1112,"    prettify_rules(intersperse_separator(rules, ref('WS')))\n",0.062202542
1113,"\n",0.001477084
1114,"    # Test get_follows\n",0.011896583
1115,"    rules = make_rules(\n",0.019275542
1116,"        A=seq(ref('B'), ref('C')),\n",0.0414485
1117,"        B=choice(term('a'), term('b')),\n",0.044364541
1118,"        C=choice(term('c'), term('d')),\n",0.045194
1119,"    )\n",0.0046385
1120,"    prettify_rules(rules)\n",0.027286959
1121,"    print(""follow sets:"")\n",0.024256875
1122,"    print(get_follows(rules))\n",0.093684917
1123,"    print()\n",0.012188041
1124,"\n",0.001567417
1125,"    # Test forbid_follows\n",0.013896041
1126,"    rules = make_rules(\n",0.019779542
1127,"        A=seq(ref('A'), opt(ref('B')), ref('C')),\n",0.077581458
1128,"        fstring=repeat1(ref('fstring_middle')),\n",0.033197209
1129,"        fstring_middle=choice(ref('fstring_replacement_field'), ref('FSTRING_MIDDLE')),\n",0.06961
1130,"    )\n",0.004607416
1131,"    forbidden_follows_table = {\n",0.037635209
1132,"        ref('A'): {ref('B')},\n",0.036812541
1133,"        ref('FSTRING_MIDDLE'): {ref('FSTRING_MIDDLE')},\n",0.029774333
1134,"    }\n",0.003369708
1135,"    # todo: uncomment this when we've completed forbid_follows\n",0.029802417
1136,"    # print(""after forbidding follows:"")\n",0.02564475
1137,"    # prettify_rules(forbid_follows(rules, forbidden_follows_table))\n",0.041617375
1138,"    # print()\n",0.014817083
1139,"\n",0.005168666
1140,"    # Test get_follows more\n",0.019671833
1141,"    rules = make_rules(\n",0.061598917
1142,"        params=repeat1(ref('param')),\n",0.0776275
1143,"        param=ref('NAME'),\n",0.040301667
1144,"    )\n",0.015211833
1145,"    prettify_rules(rules)\n",0.02714525
1146,"    print(""follow sets:"")\n",0.02396175
1147,"    for r, follow_set in get_follows(rules).items():\n",0.122994208
1148,"        print(f'{r} -> {follow_set}')\n",0.042030791
1149,"    assert ref('NAME') in get_follows(rules)[ref('NAME')]\n",0.148503584
1150,"    print()\n",0.039477041
1151,"\n",0.001921666
1152,"    rules = make_rules(\n",0.01598825
1153,"        block=seq(opt(ref('WS')), ref('DEDENT')),\n",0.036752
1154,"    )\n",0.00336625
1155,"    forbidden_follows_table = {\n",0.03440825
1156,"        ref('WS'): {ref('DEDENT')},\n",0.039120458
1157,"    }\n",0.003798334
1158,"    # todo: uncomment this when we've completed forbid_follows\n",0.03319375
1159,"    # print(""after forbidding follows:"")\n",0.028346333
1160,"    # prettify_rules(forbid_follows(rules, forbidden_follows_table))\n",0.044175125
1161,"    # print()\n",0.015851458
1162,"\n",0.0046275
1163,"    rules = make_rules(\n",0.059278042
1164,"        A=seq(opt(ref('B')), ref('B')),\n",0.088986292
1165,"    )\n",0.00807525
1166,"    for r, follow_set in get_follows(rules).items():\n",0.04500275
1167,"        print(f'{r} -> {follow_set}')\n",0.041113834
1168,"    assert ref('B') in get_follows(rules)[ref('B')]\n",0.145316792
1169,"\n",0.005569083
1170,"    rules = make_rules(\n",0.057334042
1171,"        fstring=repeat1(seq(opt(ref('WS')), ref('fstring_middle'))),\n",0.124189292
1172,"        fstring_middle=ref('FSTRING_MIDDLE'),\n",0.057105959
1173,"    )\n",0.01702625
1174,"    prettify_rules(rules)\n",0.025336833
1175,"    print(""follow sets:"")\n",0.022381625
1176,"    for r, follow_set in get_follows(rules).items():\n",0.120243875
1177,"        print(f'{r} -> {follow_set}')\n",0.043768042
1178,"    assert ref('FSTRING_MIDDLE') in get_follows(rules)[ref('fstring_middle')]",0.176278125
